hellowello	`hɛ.ləʊ.'ɛ.ləʊ
franco-normans--the	'fɹæn.kəʊ.'nɔː.mʌnz.ðʌ
154th	'wɑn.'hʌn.dɹʌ.dʌn.'fɪf.tɪ.'fɔːθ
thought--and	'θɔː.tænd
rage--the	'ɹeɪdʒ.ðʌ
gray-pale	'ɡɹeɪ.'peɪl
soil--not	'sɔɪl.'nɑt
wise--but	'waɪz.`bʌt
yet-green	'jɛt.'ɡɹin
copiously	'kəʊ.pɪ.ʌ.slɪ
space-way	'speɪ.'sweɪ
repressal	ɹɪ.'pɹɛ.sʌl
lean-looking	'lin.'lʊə.kɪŋ
considerably--journey'd	kʌn.'sɪ.dʌ.ɹʌ.blɪ.'dʒəː.nɪ.'bæk.slæʃ.'di
friends--a	'fɹɛnd.'zeɪ
rank-and-file	'ɹæŋ.kænd.'faɪl
imagination's	ɪ.`mæ.dʒɪ.'neɪ.ʃʌn.'bæk.slæ.'ʃɛs
deferr'd	dɪ.'fəː.'bæk.slæʃ.'di
papers--_english	'peɪ.pʌ.'zɪŋ.ɡlɪʃ
moon-lace	'mʉːn.'leɪs
well-dress'd	'wɛl.'dɹɛs.'bæk.slæʃ.'di
life-blood	'laɪf.'blʌd
working-classes	'wəː.kɪŋ.'klæ.sɪz
plutarch's	'plʉː.tɑk.'bæk.slæ.'ʃɛs
adherences	ʌd.'heɪ.ʌ.ɹʌn.sɪz
twangs	'twæŋz
color--then	'kʌ.lʌ.'ðɛn
radiations	`ɹeɪ.dɪ.'eɪ.ʃʌnz
silver-fringed	'sɪl.vʌ.'fɹɪndʒd
union--a	'jʉː.neɪ.ʌ.'neɪ
unknown--not	ʌn.'nəʊn.'nɑt
them--or	'ðɛ.mɔː
humanity--to	hjʉː.'mæ.nɪ.tɪ.tʉː
brown--yesterday	'bɹaʊn.'jɛ.stʌ.`deɪ
stephano's	stɛ.'fɑ.nəʊ.'bæk.slæ.'ʃɛs
things--here	'θɪŋz.'heɪ.ʌ
34	'θəː.tɪ.'fɔː
rolling-pin	'ɹəʊ.lɪŋ.'pɪn
restraint--never	ɹɪ.'stɹeɪnt.'nɛ.vʌ
is--unique	ɪz.jʉː.'nik
rendre	'ɹɛn.dʌ
grumble--which	'ɡɹʌm.bʌl.'wɪtʃ
self-concentration	'sɛlf.`kɑn.sʌn.'tɹeɪ.ʃʌn
b----hrell	'bi.'eɪtʃ.'ɹɛl
devon--i	'dɛ.vʌ.'naɪ
cousin's--she	'kʌ.zʌn.'bæk.slæ.'ʃɛs.ʃi
degrees--the	dɪ.'ɡɹiz.ðʌ
happy--but	'hæ.pɪ.`bʌt
affair--she	ʌ.'fəː.ʃi
poems--they	'pəʊ.ɪmz.ðeɪ
mathew--archer	'mæ.θjʉː.'ɑ.tʃʌ
vagaries--i	'veɪ.ɡʌ.`ɹɪ.'zaɪ
kirkcudbright	'kəːk.kʌd.`bɹaɪt
hyperion--for	haɪ.'peɪ.ʌ.ɹɪ.ʌn.fɔː
sacred--and	'seɪ.kɹʌ.dænd
spectacle-vendors	'spɛk.tʌ.kʌl.'vɛn.dʌz
mantelpiece	'mæn.tʌl.`pis
death--yet	'dɛ.'θjɛt
once--a	'wɑn.'seɪ
shoe-leather	'ʃʉː.'lɛ.ðʌ
myself--and	maɪ.'sɛl.fænd
lomond--with	'lɑ.mʌn.dwɪð
stage-coach	'steɪdʒ.'kəʊtʃ
boxers--the	'bɑk.sʌz.ðʌ
hersel	'həː.sʌl
neighbour--now	'neɪ.bʌ.'naʊ
baby--all	'beɪ.bɪ.'ɔːl
vous	'vʉːz
lxxxi	`ɛ.`lɛk.'sɛk.`sɛk.'saɪ
64-6221541	'sɪk.stɪ.'fɔː.'dæʃ.'sɪk.'smɪ.leɪ.ʌn.'tʉː.'hʌn.dɹʌ.dʌn.'twɛn.tɪ.'wɑn.'θaʊ.zʌnd.'faɪv.'hʌn.dɹʌ.dʌn.'fɔː.tɪ.'wɑn
valentine--i	'væ.lʌn.`taɪ.'naɪ
lisps	'lɪsps
it--he	ɪt.'hi
die--i	'daɪ.'aɪ
consanguineis	kʌn.'sæŋ.ɡwaɪ.`naɪz
dim--i	'dɪ.'maɪ
hand--moreover	'hænd.mɔː.'ɹəʊ.vʌ
senses--now	'sɛn.sɪz.'naʊ
pigtail	'pɪɡ.teɪl
men--aretino	'mɛ.`næ.ɹɪ.'ti.nəʊ
done--or	'dʌ.nɔː
parnassum	'pɑ.nʌ.ʃʌm
them--but	`ðɛm.'bʌt
imagination--so	ɪ.`mæ.dʒɪ.'neɪ.ʃʌn.'səʊ
99	'naɪn.tɪ.'naɪn
no--it	'nəʊ.ɪt
work--let	'wəː.'klɛt
least--dreary	'list.'dɹeɪ.ʌ.ɹɪ
mane--put	'meɪn.'pʊət
much--we	'mʌtʃ.wi
benjamin--a	'bɛn.dʒʌ.mɪ.'neɪ
xcv	`ɛks.`si.'vi
clefts	'klɛfts
stale--but	'steɪl.`bʌt
feeling--magnificence	'fi.lɪŋ.mæɡ.'nɪ.fɪ.sʌns
freshness--then	'fɹɛʃ.nʌs.'ðɛn
expectations--richly	ɛk.spɪk.'teɪ.ʃʌnz.'ɹɪtʃ.lɪ
magnificence--there	mæɡ.'nɪ.fɪ.sʌns.'ðəː
kepen	'kɛ.pʌn
day--and	'deɪ.ænd
slushy	'slʌ.ʃɪ
loch--after	'lɑ.'kæf.tʌ
streets--two	'stɹit.'stʉː
venery	'vɛ.nʌ.ɹɪ
life--i	'laɪ.'faɪ
bucke	'bʌk
4557	'fɔː.'θaʊ.zʌnd.'faɪv.'hʌn.dɹʌ.dʌn.'fɪf.tɪ.'sɛ.vʌn
mahogany-faced	mʌ.'hɑ.ɡʌ.nɪ.'feɪsd
again--george	ʌ.'ɡɛn.'dʒɔːdʒ
finger--and	'fɪŋ.ɡʌ.ænd
insufficiency--i	ɪn.sʌ.'fɪ.ʃʌn.sɪ.'aɪ
moralised	'mɑ.ɹʌ.`laɪzd
philosopher's	fɪ.'lɑ.sʌ.fʌ.'bæk.slæ.'ʃɛs
me--so	`mi.'səʊ
idleness--indeed	'aɪ.dʌl.nʌ.`sɪn.'did
fishing-rod	'fɪ.ʃɪŋ.'ɹɑd
circumstances--and	'səː.kʌm.`stæn.sɪ.zænd
co-scribbler	'kəʊ.'skɹɪ.blʌ
sceptical	'skɛp.tɪ.kʌl
days--however	'deɪz.haʊ.'ɛ.vʌ
merrilies	'mɛɹ.lɪz
consciousness--monsters	'kɑn.ʃʌ.snʌ.'smɑn.stʌz
awe--every	'ɔː.'ɛv.ɹɪ
augustan	'ɔː.ɡʌ.`stæn
clouds--that	'klaʊdz.'ðæt
mignionette--metamorphosed	'mɪɡ.neɪ.ʌ.'nɛt.`mɛ.tʌ.'mɔː.fəʊzd
lxxx	`ɛ.`lɛk.`sɛk.'sɛks
cxxx	`si.`ɛk.`sɛk.'sɛks
crossraguel	'kɹɑs.ɹeɪɡəːl
claude's	'klɔːd.'bæk.slæ.'ʃɛs
passions--they	'pæ.ʃʌnz.ðeɪ
heart--even	'hɑ.'ti.vʌn
methodists	'mɛ.θʌ.`dɪsts
anatomise	'æ.nʌ.tʌ.`maɪz
schoolboy's	'skʉːl.bɔɪ.'bæk.slæ.'ʃɛs
pride--however	'pɹaɪd.haʊ.'ɛ.vʌ
piano--dislocated	pɪ.'æ.nəʊ.dɪ.sləʊ.'keɪ.tɪd
excellence--rice	'ɛk.sʌ.lʌns.'ɹaɪs
1889	'wɑn.'θaʊ.zʌn.'deɪt.'hʌn.dɹʌ.dʌ.'neɪ.tɪ.'naɪn
well--brown	'wɛl.'bɹaʊn
soon--if	'sʉː.nɪf
west-monasteranian	'wɛst.`mɑ.næ.stʌ.'ɹeɪ.neɪ.ʌn
one--stored	'wɑn.'stɔːd
nonsense--in	'nɑn.sʌn.'sɪn
cobbett--i	'kɑ.bɪ.'taɪ
april--you	'eɪ.pɹʌl.jʉː
them--brown	`ðɛm.'bɹaʊn
kisses--you	'kɪ.sɪz.jʉː
ennui--and	ɛn.'jʉː.ɪ.ænd
ciii	'sɪ.ɪ.`aɪ
lines--i	'laɪn.'zaɪ
religion--i	ɹɪ.'lɪ.dʒʌ.'naɪ
accoutrements	ʌ.'kʉː.tɹɪ.mʌnts
reynolds--ever	'ɹɛ.nʌld.'zɛ.vʌ
leetle	'li.tʌl
encroaching--for	ɛn.'kɹəʊ.tʃɪŋ.fɔː
384	'θɹi.'hʌn.dɹʌ.dʌ.'neɪ.tɪ.'fɔː
priori	pɹaɪ.'ɔː.ɹɪ
city--but	'sɪ.tɪ.`bʌt
nights--every	'naɪt.'sɛv.ɹɪ
keep-the-fire	'kip.ðʌ.'faɪ.ʌ
coleridge's	'kəʊl.ɹɪdʒ.'bæk.slæ.'ʃɛs
friends--captain	'fɹɛndz.'kæp.tɪn
flaunting--long	'flɔːn.tɪŋ.'lɑŋ
livid-ripe	'lɪ.vɪ.'dɹaɪp
gibber	'dʒɪ.bʌ
baggage-wagons	'bæ.ɡɪdʒ.'wæ.ɡʌnz
well--they	'wɛl.ðeɪ
sound--hardly	'saʊnd.'hɑd.lɪ
searchingly	'səː.tʃɪŋ.lɪ
name--something	'neɪm.'sʌm.θɪŋ
gather'd--the	'ɡæ.ðʌ.'bæk.slæʃ.'di.ðʌ
affectionate--held	ʌ.'fɛk.ʃʌ.nʌt.'hɛld
again--how	ʌ.'ɡɛn.'haʊ
disunionists	dɪs.'jʉː.neɪ.ʌ.`nɪsts
track--smooth	'tɹæk.'smʉːð
unknown-looking	ʌn.'nəʊn.'lʊə.kɪŋ
unencouraged	`ʌ.nɛn.'kʌ.ɹɪdʒd
others--though	'ʌ.ðʌz.`ðəʊ
brown-drab	'bɹaʊn.'dɹæb
war-field--went	'wɔː.'fil.'dwɛnt
presidency--but	'pɹɛ.zɪ.dʌn.sɪ.`bʌt
lithe-moving	'laɪð.'mʉː.vɪŋ
bonnet-lug	'bɑ.nɪt.'lʌɡ
clear-sightedness	'kleɪ.ʌ.'saɪ.tɪd.nʌs
scud--and	'skʌ.dænd
derivatively	dɪ.'ɹɪ.vʌ.`tɪv.lɪ
mountain-high	'maʊn.tɪn.'haɪ
universe--in	'jʉː.nɪ.`vəː.'sɪn
second-lieutenant	'sɛ.kʌnd.lɛf.'tɛ.nʌnt
keeping--the	'ki.pɪŋ.ðʌ
smoke-color	'sməʊk.'kʌ.lʌ
1664	'wɑn.'θaʊ.zʌnd.'sɪks.'hʌn.dɹʌ.dʌn.'sɪk.stɪ.'fɔː
birds--the	'bəːdz.ðʌ
unmarr'd	ʌn.'mɑ.'bæk.slæʃ.'di
piano-playing	pɪ.'æ.nəʊ.'pleɪ.ɪŋ
entrance--and	'ɛn.tɹʌn.sænd
aft--and	'æf.tænd
south--went	'saʊ.'θwɛnt
1825-'40	'wɑn.'θaʊ.zʌn.'deɪt.'hʌn.dɹʌ.dʌn.'twɛn.tɪ.'faɪv.'bæk.slæʃ.'fɔː.tɪ
verse-throbs	'vəːs.'θɹɑbz
life--certainly	'laɪf.'səː.tʌn.lɪ
great--that	'ɡɹeɪt.'ðæt
hence--perhaps	'hɛn.spʌ.'hæps
1750	'wɑn.'θaʊ.zʌnd.'sɛ.vʌn.'hʌn.dɹʌ.dʌn.'fɪf.tɪ
re-enlisting	`ɹi.ɛn.'lɪ.stɪŋ
reflector	ɹɪ.'flɛk.tʌ
berenice's	bɪ.'ɹɛ.nɪs.'bæk.slæ.'ʃɛs
waters--endless	'wɔː.tʌ.'zɛnd.lʌs
hortus	'hɔː.tʌs
reason-for-being	'ɹi.zʌn.fɔː.'bi.ɪŋ
boston--felt	'bɑ.stʌn.'fɛlt
battle-fields	'bæ.tʌl.'fildz
scornfully	'skɔːn.fʌ.lɪ
key-note	'ki.'nəʊt
future--and	'fjʉː.tʃʌ.ænd
frontiersmen	'fɹʌn.teɪ.ʌz.`mɛn
biography's	baɪ.'ɑ.ɡɹʌ.fɪ.'bæk.slæ.'ʃɛs
riant	'ɹaɪ.ʌnt
children--as	'tʃɪl.dɹʌ.næz
city--not	'sɪ.tɪ.'nɑt
ghastly-powerful	'ɡæst.lɪ.'paʊ.ʌ.fʌl
church-going	'tʃəːtʃ.'ɡəʊ.ɪŋ
humanity--remains	hjʉː.'mæ.nɪ.tɪ.ɹɪ.'meɪnz
together--and	tʌ.'ɡɛ.ðʌ.ænd
nights--_late	'naɪt.'sleɪt
oar-strokes	'ɔː.'stɹəʊks
penetrating--so	'pɛ.nɪ.`tɹeɪ.tɪŋ.'səʊ
it--begin	ɪt.bɪ.'ɡɪn
hamblin's	'hæm.blɪn.'bæk.slæ.'ʃɛs
give--were	'ɡɪv.wəː
boyhood's	'bɔɪ.hʊəd.'bæk.slæ.'ʃɛs
lecture--to	'lɛk.tʃʌ.tʉː
reedsburgh	'ɹids.bəːɡ
before--not	bɪ.`fɔː.'nɑt
street--was	'stɹi.twɑz
sea-gull's	'si.'ɡʌl.'bæk.slæ.'ʃɛs
ball-shape	'bɔːl.'ʃeɪp
myself--the	maɪ.'sɛlf.ðʌ
spectre--the	'spɛk.tʌ.ðʌ
meoeow	mɪ.'əʊ.əʊ
sing--very	'sɪŋ.'vɛ.ɹɪ
it's--through	ɪt.'bæk.slæ.'ʃɛs.'θɹʉː
65	'sɪk.stɪ.'faɪv
fro--the	'fɹəʊ.ðʌ
hereditaments	hɪ.'ɹɛ.dɪ.tʌ.mʌnts
tanager	'tæ.nɪ.dʒʌ
attack--the	ʌ.'tæk.ðʌ
merchandise--disregarding	'məː.tʃʌn.`daɪz.`dɪs.ɹɪ.'ɡɑ.dɪŋ
deep--not	'dip.'nɑt
rain-shower	'ɹeɪn.'ʃaʊ.ʌ
unresting	ʌn.'ɹɛ.stɪŋ
apple-tree	'æ.pʌl.'tɹi
gray--at	'ɡɹeɪ.æt
pot-luck	'pɑt.'lʌk
hand-sled	'hænd.'slɛd
period--indifferent	'peɪ.ʌ.ɹɪ.ʌ.dɪn.'dɪ.fɹʌnt
everything--and	'ɛv.ɹɪ.`θɪŋ.ænd
climax-moments	'klaɪ.mæk.'sməʊ.mʌnts
girlish-faced	'ɡəː.lɪʃ.'feɪsd
here--except	'heɪ.ʌ.ɛk.'sɛpt
reason--not	'ɹi.zʌn.'nɑt
since--almost	'sɪn.'sɔːl.məʊst
spots--content	'spɑt.'skɑn.tɛnt
dwarf--i	'dwɔː.'faɪ
singer--till	'sɪŋ.ʌ.'tɪl
barrack-like	'bæ.ɹʌ.'klaɪk
water-serpent	'wɔː.tʌ.'səː.pʌnt
early-middle-aged	'əː.lɪ.'mɪ.dʌ.'leɪdʒd
pencillings	'pɛn.sʌ.lɪŋz
night-times	'naɪt.'taɪmz
half-and-half	'hɑ.fænd.'hɑf
hospital--took	'hɑ.spɪ.tʌl.'tʊək
nicety	'naɪ.sʌ.`tɪ
peconic	pɛ.'kɑ.nɪk
sea-church	'si.'tʃəːtʃ
adverse--with	æd.'vəː.swɪð
them--with	'ðɛm.wɪð
trees--a	'tɹi.'zeɪ
silver-white	'sɪl.vʌ.'waɪt
stage--and	'steɪ.dʒænd
round-eyed	'ɹaʊn.'daɪd
reynolds--i	'ɹɛ.nʌld.'zaɪ
year--he	'jeɪ.ʌ.hi
learning--for	'ləː.nɪŋ.fɔː
wheezy	'wi.zɪ
stair--it	'stəː.ɪt
elevated--it	'ɛ.lɪ.`veɪ.tɪ.dɪt
ten-thousand	'tɛn.'θaʊ.zʌnd
endeth	'ɛn.dʌθ
grasmere	'ɡɹæz.meɪ.ʌ
proserpine--for	'pɹəʊ.zʌ.`paɪn.fɔː
never--when	'nɛ.vʌ.'wɛn
rough-edged	'ɹʌ.'fɛdʒd
sawrey's	'sɔː.ɹɪ.'bæk.slæ.'ʃɛs
35698	'θəː.tɪ.'faɪv.'θaʊ.zʌnd.'sɪks.'hʌn.dɹʌ.dʌn.'naɪn.tɪ.'eɪt
currants	'kʌ.ɹʌnts
grandeur--whether	ɡɹæn.'dəː.'wɛ.ðʌ
clvii	`si.'ɛl.'vɪ.aɪ
invention--write	ɪn.'vɛn.ʃʌn.'ɹaɪt
nigher	'naɪ.ʌ
enquire--if	ɛn.'kwaɪ.ʌ.ɪf
guid	'ɡɪd
piano-forte--as	pɪ.'æ.nəʊ.'fɔː.teɪ.æz
nimbleness	'nɪm.bʌl.nʌs
place--it	'pleɪ.sɪt
happiness--i	'hæ.pɪ.nʌ.'saɪ
note--you	'nəʊt.jʉː
bee--its	'bi.ɪts
drunk--it	'dɹʌŋ.kɪt
ever--besides	'ɛ.vʌ.bɪ.'saɪdz
country--some	'kʌn.tɹɪ.`sʌm
upon--for	ʌ.'pɑn.fɔː
novello--ollier	nɑ.'vɛ.ləʊ.'ɑ.lɪ.ʌ
born--i	'bɔː.'naɪ
mus'n't	'mʌs.'bæk.slæ.'ʃɛn.'bæk.slæʃ.'ti
conclusions--the	kʌn.'klʉː.ʒʌnz.ðʌ
glens--at	'ɡlɛn.zæt
extracts--hazlitt's	'ɛk.stɹækts.'hæz.lɪt.'bæk.slæ.'ʃɛs
george--he	'dʒɔːdʒ.hi
to-be-disappointed	tʌ.bɪ.`dɪ.sʌ.'pɔɪn.tɪd
copiously	'kəʊ.pɪ.ʌ.slɪ
nature--how	'neɪ.tʃʌ.'haʊ
rate--numbers	'ɹeɪt.'nʌm.bʌz
jack-o'-the-clock	'dʒæ.'kəʊ.'bæk.slæʃ.ðʌ.'klɑk
pleasantly--o	'plɛ.zʌnt.lɪ.'əʊ
theatricals	θi.'æ.tɹɪ.kʌlz
truth--men	'tɹʉːθ.'mɛn
mad--ona--so	'mæ.'dəʊ.nʌ.'səʊ
it--i	ɪ.'taɪ
school--and	'skʉː.lænd
lviii	'ɛl.'vɪ.ɪ.`aɪ
lvii	'ɛl.'vɪ.aɪ
southampton--after	saʊ.'θæmp.tʌ.'næf.tʌ
picture--you	'pɪk.tʃʌ.jʉː
skiddaw--i	'skɪ.dɔː.'aɪ
ones--you	'wɑnz.jʉː
hoax--but	'həʊks.`bʌt
jane--certainly	'dʒeɪn.'səː.tʌn.lɪ
pain--i	'peɪ.'naɪ
atoms--and	'æ.tʌm.zænd
style--better	'staɪl.'bɛ.tʌ
gold--100	'ɡəʊl.'dwɑn.'hʌn.dɹʌd
christenings	'kɹɪ.stʌ.nɪŋz
waggon--side-lamed	'wæ.ɡʌn.'saɪd.'leɪmd
man--good	'mæn.'ɡʊəd
latmos	'læt.məʊz
think--we	'θɪŋ.kwi
river--now	'ɹɪ.vʌ.'naʊ
rhyme--but	'ɹaɪm.`bʌt
flushings	'flʌ.ʃɪŋz
hotspur	'hɑt.spʊə
abbey--there	'æ.bɪ.'ðəː
place--we	'pleɪ.swi
know--the	'nəʊ.ðʌ
enjoyment--these	ɛn.'dʒɔɪ.mʌnt.'ðiz
spenser--i	'spɛn.sʌ.'aɪ
walk--it	'wɔː.kɪt
xciii	'ɛks.'sɪ.ɪ.`aɪ
service--it	'səː.vɪ.sɪt
vulgus	'vʌl.ɡʌs
mem	'mɛm
lately--i	'leɪt.lɪ.'aɪ
fellow--o	'fɛ.ləʊ.'əʊ
presider	pɹɪ.'saɪ.dʌ
62	'sɪk.stɪ.'tʉː
deserves--there	dɪ.'zəːvz.'ðəː
hodgkinson's	'hɑdʒ.kɪn.sʌn.'bæk.slæ.'ʃɛs
guardian--have	'ɡɑ.deɪ.ʌn.'hæv
estate--i	ɪ.'steɪ.'taɪ
beehive--however	'bi.haɪv.haʊ.'ɛ.vʌ
sooner--however	'sʉː.nʌ.haʊ.'ɛ.vʌ
groat's	'ɡɹəʊt.'bæk.slæ.'ʃɛs
itself--in	ɪt.'sɛl.'fɪn
bud--and	'bʌ.dænd
islington	'ɪ.slɪŋ.tʌn
hour--he	'aʊ.ʌ.hi
boy--with	'bɔɪ.wɪð
miserable--we	'mɪ.zʌ.ɹʌ.bʌl.wi
vathek	'væ.θɛk
whisky--walked	'wɪ.skɪ.'wɔːkt
cakes--a	'keɪk.'seɪ
o'clock--you	'əʊ.'bæk.slæʃ.'klɑ.kjʉː
weather--dian	'wɛ.ðʌ.'daɪ.ʌn
clothes'-basket	'kləʊðz.'bæk.slæʃ.'bæ.skɪt
waftage	'wæf.tɪdʒ
punning	'pʌ.nɪŋ
weaver--the	'wi.vʌ.ðʌ
hen-pecked	'hɛn.'pɛkt
gifford--perhaps	'dʒɪ.fʌd.pʌ.'hæps
turf-thatch	'təːf.'θætʃ
good-looking	'ɡʊəd.'lʊə.kɪŋ
separators	'sɛ.pʌ.`ɹeɪ.tʌz
men--now	'mɛn.'naʊ
d'amitié	'di.'bæk.slæ.`ʃæ.mɪ.tɪ.'eɪ
our's	aʊ.ʌ.'bæk.slæ.'ʃɛs
thunderclap	'θʌn.dʌ.`klæp
short--you	'ʃɔːt.jʉː
part--as	'pɑ.tæz
of--it	ɑ.'vɪt
boddice	'bɑ.dɪs
poetry--i	'pəʊ.ɪ.tɹɪ.'aɪ
ratafia	ɹæ.'teɪ.feɪ.ʌ
burns--he	'bəːnz.hi
for--our	fɔː.'aʊ.ʌ
cxxxii	`si.`ɛk.'sɛks.'zɪ.aɪ
imprimis--i	ɪm.'pɹɪ.mɪ.'saɪ
103	'wɑn.'hʌn.dɹʌ.dʌn.'θɹi
bee-like	'bi.'laɪk
fanny's	'fæ.nɪ.'bæk.slæ.'ʃɛs
pamphlet--you	'pæm.flʌt.jʉː
shelley--i	'ʃɛ.lɪ.'aɪ
snook's--no	'snʊək.'bæk.slæ.'ʃɛ.'snəʊ
name--and	'neɪ.mænd
licking--i	'lɪ.kɪŋ.'aɪ
stumpy	'stʌm.pɪ
pecten--and	'pɛk.tʌ.nænd
pudding--mess	'pʊə.dɪŋ.'mɛs
own--are	'əʊ.nɑ
1850	'wɑn.'θaʊ.zʌn.'deɪt.'hʌn.dɹʌ.dʌn.'fɪf.tɪ
insect--to	'ɪn.sɛkt.tʉː
dauntlessly	'dɔːnt.lʌ.slɪ
cake--even	'keɪ.'ki.vʌn
vacant-sane	'veɪ.kʌnt.'seɪn
dubois's	'djʉːb.wɑ.'bæk.slæ.'ʃɛs
hundreds--big	'hʌn.dɹʌdz.'bɪɡ
scene--a	'si.'neɪ
clear-blooded	'kleɪ.ʌ.'blʌ.dɪd
granulated	'ɡɹæn.jʊə.`leɪ.tɪd
vote--and	'vəʊ.tænd
yet--arm'd	'jɛ.'tɑm.'bæk.slæʃ.'di
road-sides	'ɹəʊd.'saɪdz
way--i	'weɪ.'aɪ
releas'd	ɹɪ.'leɪ.ʌz.'bæk.slæʃ.'di
anywhere--no	'ɛ.nɪ.`wəː.'nəʊ
man--and	'mæ.nænd
touches--and	'tʌ.tʃɪ.zænd
portico--the	'pɔː.tɪ.`kəʊ.ðʌ
realm--even	'ɹɛl.'mi.vʌn
half-illness	'hɑ.'fɪl.nʌs
religiousness	ɹɪ.'lɪ.dʒʌ.snʌs
thorwaldsen's	'θɔː.wɑld.sʌn.'bæk.slæ.'ʃɛs
woman--what	'wʊə.mʌn.'wɑt
wheat-head	'wit.'hɛd
surgeon-general's	'səː.dʒʌn.'dʒɛ.nʌ.ɹʌl.'bæk.slæ.'ʃɛs
insolently	'ɪn.sʌ.lʌnt.lɪ
all--there	'ɔːl.'ðəː
lou's--how	'lʉː.'bæk.slæ.'ʃɛs.'haʊ
side--and	'saɪ.dænd
literatus	'lɪ.tʌ.`ɹæ.tʌs
ocean-storm	'əʊ.ʃʌn.'stɔːm
gold-worshipper	'ɡəʊl.'dwəː.ʃɪ.pʌ
yet--the	'jɛt.ðʌ
battalia	bæ.'teɪ.leɪ.ʌ
unhasting	ʌn.'heɪ.stɪŋ
ship-cabin-looking	'ʃɪp.'kæ.bɪn.'lʊə.kɪŋ
merry-makings	'mɛ.ɹɪ.'meɪ.kɪŋz
idea--we	aɪ.'deɪ.ʌ.wi
own--different	'əʊn.'dɪ.fɹʌnt
world-decadence	'wəːld.'dɛ.kʌ.dʌns
walsh--now	'wɑlʃ.'naʊ
super-intendent	'sʉː.pʌ.ɹɪn.'tɛn.dʌnt
dishes--and	'dɪ.ʃɪ.zænd
sidewalks--made	'saɪ.dwɔːk.'smeɪd
by--a	baɪ.'eɪ
sea-level	'si.'lɛ.vʌl
odd--waller's	'ɑ.'dwɔː.lʌ.'bæk.slæ.'ʃɛs
milttary	'mɪl.tʌ.ɹɪ
unmapp'd--never	ʌn.'mæp.'bæk.slæʃ.'di.'nɛ.vʌ
circuits--to	'səː.kɪt.stʉː
clamming	'klæ.mɪŋ
lingave	'lɪŋ.ɡeɪv
slowly--after	'sləʊ.lɪ.'æf.tʌ
gold--with	'ɡəʊl.dwɪð
soldier-boy	'səʊl.dʒʌ.'bɔɪ
almshouses	'ɑmz.haʊ.zɪz
marriage--humanity's	'mæ.ɹɪdʒ.hjʉː.'mæ.nɪ.tɪ.'bæk.slæ.'ʃɛs
land--both	'lænd.'bəʊθ
hour--the	'aʊ.ʌ.ðʌ
hush--somehow	'hʌʃ.'sʌm.haʊ
country--growing	'kʌn.tɹɪ.'ɡɹəʊ.ɪŋ
wedg'd-in	'wɛdʒ.'bæk.slæʃ.'di.'ɪn
peaceablest	'pi.seɪ.bʌlst
work-shops	'wəːk.'ʃɑps
seemings	'si.mɪŋz
fellow-driver	'fɛ.ləʊ.'dɹaɪ.vʌ
others--to	'ʌ.ðʌz.tʉː
long-worn	'lɑŋ.'wɔːn
vitaliz'd	'vaɪ.tʌ.`lɪz.'bæk.slæʃ.'di
mountain-topward	'maʊn.tɪn.'tɑp.wʌd
land--the	'lænd.ðʌ
at--the	æt.'ðʌ
history--deeds	'hɪ.stʌ.`ɹɪ.'didz
scoffing	'skɑ.fɪŋ
advice--and	ʌd.'vaɪ.sænd
luath	'lʉː.æθ
steeple-houses	'sti.pʌl.'haʊ.zɪz
us--and	'ʌ.sænd
more--less	'mɔː.'lɛs
lake-beds	'leɪk.'bɛdz
summ'd	'sʌm.'bæk.slæʃ.'di
beforehand--a	bɪ.'fɔː.hæn.'deɪ
inebriate--his	ɪ.'ni.bɹɪ.`eɪt.'hɪz
ports--the	'pɔːts.ðʌ
had--perhaps	hʌd.pʌ.'hæps
city--often	'sɪ.tɪ.'ɑ.fʌn
conventionality	kʌn.`vɛn.ʃʌ.'næ.lɪ.tɪ
passing--time	'pæ.sɪŋ.'taɪm
plumb-rule	'plʌm.'ɹʉːl
unregenerate	`ʌn.ɹi.'dʒɛ.nʌ.`ɹeɪt
gaggery	'ɡæ.ɡʌ.ɹɪ
spiritual--while	'spɪ.ɹɪ.`tʃʉː.ʌl.'waɪl
black--altogether	'blæ.`kɔːl.tʌ.'ɡɛ.ðʌ
flunkeyism	'flʌŋ.kɪ.`ɪ.zʌm
all--be	'ɔːl.'bi
sense--and	'sɛn.sænd
high-handed	'haɪ.'hæn.dɪd
head-dress	'hɛd.'dɹɛs
aquitania	`æ.kwɪ.'teɪ.neɪ.ʌ
aisle--i	'aɪ.ʌ.'laɪ
feet-only	'fi.'təʊn.lɪ
re-enlisted	`ɹi.ɛn.'lɪ.stɪd
fence-stake	'fɛns.'steɪk
stock-jobbers	'stɑk.'dʒɑ.bʌz
odd-kind	'ɑd.'kaɪnd
creature's	'kɹi.tʃʌ.'bæk.slæ.'ʃɛs
unpunish'd	ʌn.'pʌ.nɪʃ.'bæk.slæʃ.'di
vestvali	vɛst.'vɑ.lɪ
garret-room	'ɡæ.ɹɪ.'tɹʉːm
money--and	'mʌ.nɪ.ænd
hauteur	hɔː.'təː
building--to	'bɪl.dɪŋ.tʉː
wedding-guests	'wɛ.dɪŋ.'ɡɛsts
miserably-waged	'mɪ.zʌ.ɹʌ.blɪ.'weɪdʒd
diary-scraps	'daɪ.ʌ.ɹɪ.'skɹæps
times--knows	'taɪmz.'nəʊz
